content,score
jai aimé les produits que jai acheté mais nempêche que la livraison de deux article a été faite séparément qui ma fait perdre un planing de travail alors je vous conseille de bien planifiez vos livraison pas vos livreurs car ils son satisfaisant et soyez aussi honnêtes apropos de léligibilité de la livraison gratuite. jespère que la prochaine commande me sera livré comme voulu merci et bonne continuation,1
تطبيق رائع جداااااا,2
pourquoi la recharge en ligne ne se fait quà partir des cartes bancaires seulement,1
Kolchi kdoub mega hamza l7a9i9a mega kadba,0
"Permettre les commentaires avec photo de larticle acheté, ça met plus en confiance les clients indécis.",0
نصابا و كذابا.,0
Wino l code ,0
كل حاجه عندهم غاليه,0
Vendre produit pas original  et très cher,0
من فضلكم أريد معرفة ثمن الشحن يعني عندما أتسلم المنتوج الدي قمت بطلبه وأقوم بدفع ثمن المنتوج للشخص الدي أعطاني المنتوج فهل أدفع ثمن الشحن أم فقط أدفع ثمن المنتوج فقط.إدا كنت سوف أدفع ثمن الشحن فما هو ثمن الشحن الدي يجب علي دفعه .وشكرا,1
ههههههه فاشل,1
Un bon canal,2
"Application tres utile ,  mais elle necessite la correction de quelques bugs. Veuiller corriger laffichage dextrait de compte pour les comptes en devises. Les operations ne saffichent pas correctement. Aussi pour le chargement des AlertDialog essayer de les effectuer dans un Thread separe pour ne pas bloquer lapplication. Merci.",1
Moyenne on trouve généralement moin cher ailleurs,1
bad app,0
نجمة وحدة خسارة فيكم نحبوه بالعربية شرشيت على حاجة نحوس عليها كتبتها بالعربية مخرجتش وكتبتها بالفرونسي مخرجتش واذا خرجت تخرج ماشي الحاجة لي تحوس عليها مثلا حوست على مكبرات صوت خرجلي صابون وشامبو فهمونا ولا اقلعو جدو ولا ريڨلوه في اسرع وقت وراني راح نحذف التثبيت,0
"جوميا شركة رائعة ومنتوجات جيدة توفر حماية للمستهلك وتكافئ الزبناء تقدم 
مفهوم جديد للتجارة خصوصا التجارة الرقمية التى أصبحت توفر للناس الكثير من 
الوقت والجهد في البحث عن المنتجات في الأسواق مع ما تعرفه هذه الأخيرك من 
إزدحام وغش من طرف بعض الباعة في السلع و كذا التهديد الدي تتعرض له من طرف 
السارقين عند خروجك من منزلك قصد التبضع كما أنها أصبحت توفر مناصب شغل مهمة 
للشباب وفرص من أجل العمل و التجارة شكرا جوميا ودائما مزيد من التألق والنجاح 
إنشاء الله تعالى",2
Une application gerée par des voleurs ,0
اسعاره معقوله والتعامل معه حلو,2
Depuis la dernière MAJ lapplication ne démarre plus,0
التطبيق اكثر من رائع لسهولة الحركه بداخل الموقع,2
رائع.,2
روعه بمعني الكلمه,2
بعد شراء الطلب لا يوجد استرجاع او الغاء الشحنه . والمنتجات سعرها اغلى من السعر الطبيعى .. سئ للغاية,0
Pénible,1
3  pr leffort fournis par la team-Yassir Dabord je vs remerci davoir penser à cette idée génial qui va permettre daider bcp de personnes en période de cris sanitaire Mais jai quelque suggestions en tant qu utilisatrice de lapplication : 1/revoir le désigne de lapplication et mettre des rubrique simple demander lavis de vos utilisateurs  exp: photos de couches BB /quantité /âge/ marque 2/Penser a introduire les commerce a proximité Merci à vous,1
اذاء متوسط,1
impossible de ce connecter elle demande des mise à jour sans mise ajour disponible,0
suis très content,2
Service très intéressant et pratique ,1
Toujours je confirme que les offres du Black sont des offres existants seulement au monde virtuelle. Et pour les offres normal en ajoutant le coût du transport ça revient plus cher que le marché,0
التطبيق لايفتح من كام يوم ارجوالافاده,0
Superbe et fluide,2
Ces superbes,1
Rupture en stock,0
Reseau est nul Avec 5dt augmentation tarif forfait 25go vraiment c honteux de votre part,0
"pratique,fiable et rapide",2
"Je suis en Cote dIvoire  Grand Bassam et ça fait 2ans que jutilise 
jumia . Avant Les frais etaient entre 500 et 900 pour tout mes article et 
maintenant je paye 1500 pour chaque article. Vraiment cest decourageant",0
انا لسا محمل البرنامج و شوفت التعليقات.. مش عارف بصراحه هو كويس ولا زباله.. الناس بتشتكي من التأخير في التوصيل و من مصداقيه المنتجات و العروض.. انا اول مرة افكر اشتري حاجه اونلاين مش عارف اعمل اييه بصراحه بفكر ارجع في رأيي.. التقييم للتعليق ليس الا انا مجربتش البرنامج عشان احكم عليه.. ارجو سرعه الرد,0
null ..internet matchedech rbo3 se3a,0
تمام جدا,1
Service nul de chez nul .. vivement mon résiliation de contrat point .. barre,0
"malheureusement -5 nexiste pas si nn vs la mérité je confirme qau moins 5 
agence affiché nexiste que sur cet app je vs recommande de la télécharger 
si seulement vs voulez alloué de lespace sur votre smartphone et vs ne 
pensez plus a lutiliser",0
المرجو من القائمين على هذا التطبيق إضافة اللغة العربية وشكرا,1
Ok pas de souci,2
Selon moi ses une appli genial Ses facil de faire la recherche des articles souhaiter,2
"1-parfois une transaction napprait pas dans lhistorique du compte ce mois-ci, je ne peux pas voir le virement de mon salaire  pourtant le solde sur mon compte est juste. napprait pas aussi dans le partie en cours  2- les mise à jour de la rubrique credit sont trop lente parfois il faut attendre plus quun mois pour que vous actualisez le capital restant  3- pour la carte bancaire : les mises a jour du montant restant ne sont faites que lorsquon fait une 2eme operation.",1
كيفاش نجم نستلم الحاجة الي شريتها,1
الكذب و الإحتيال على الناس هي خدمتكم  عروض كاذبة من أجل الزيادة في الزيارات للموقع و فقط,0
Des grands voleurs ,0
التطبيق جميل لكن تكاليف التوصيل مرتفعة جدا,1
niveau 2 rzin barcha,1
Satisfaite à 100%,1
Bonne présentation des produits. Vous appliquez des frais de transport assez excessifs au début cétait 600da et là cest à 1200da cest cher...,2
حلوه اوى,2
Chaque fois que je commande soit mon article est annulé soit cest le livreur qui menvoie un mail au lieu de mappeler. Je ne suis pas toujours connecté les gars.,1
C est nul et vous mentiez,0
cest le meilleur jumia,2
Nada bouaroudj,1
Kolchi signaler comme inapproprié Kayna lte7t f la page Mauvaise  Application qui bugg le jour de BLACK FRIDAY azzzzzwamel,0
Je si dacor,2
التصفح في التطبيق ليس الأفضل .. جودة التطبيق بالكاد مقبولة .. السلع قليلة و عرضها غير واضح  باقي السلع عموما جيدة .. بصراحة اعلان التطبيق ممتاز وللأسف الجودة لا تتطابق ... أجد صعوبة في البحث عن ما أريد .. و لهذا السبب لحد الآن لم أستطع اقتناء أي سلعةكنت قد شاهدتها في إعلان بالرغم من احتياطي الشديد لمثل خدمات هذا التطبيق .. و مع هذا أرى أنه قابل للتحسين مع الوقت و أرجو هذا و بعيدا عن كل ماقيل فهو جيد .,1
Bon délai,1
Lappli est cool et moins cher mais il ne livre pas vite,0
"Jaime bien puisquelle me facilite mes achats. Mais le souci, ce sont les délais de livraison, vraiment très long surtout sur les commandes qui proviennent de lextérieur, beaucoup décourageant. Merci ",1
Au revoir,0
Cool apli... .,2
Très bon courage mci,2
موقع جميل ومحترم انا اتعاملت معاه,2
Jaime ça maider beaucoup. Merci JUMIA,1
هذا أفضل تطبيق وبيوصل الطلبات في خمس ايام,2
application magnifique,0
لما لا يوجد توصيل الي الاسكندريه,0
Cest super vous avez des articles de bonne qualité,1
بدرو,2
good app ,2
تطبيق زوين بزاف سهل علينا التسوق,2
Ne arive pas les produits au momant,0
سوق وعلف مسكين التونسي,0
عام باش توصل,0
"Acceptable, le nécessaire au minimum possible. Bcp damélioration au niveau design.",2
grand monteur,0
Toooppp,2
Les produits ne sont pas toujours identique à la photo si non le service est bien.,2
مفيش خدمة الدفع عند الاستلام للطلبات اللى من الخارج,2
b1,2
"Jai réussi de connecter pour la première fois mais lorsque je veux reconnecter, je ne pouvais pas. On ma dit que le login ou le mot de passe est erronée. Quest ce que ça veut dire",1
Prix augmente soudainement ,0
M Monday,2
Bravo et bonne contuniation,2
Nous voulions des points de relais dans tous les départements de la CI,1
Lapplication ne fonctionne pas tout le temps .. On constate des beug,1
أسواء تجربه في حياتي كل ما اكلم حد من خدمه العملاء يقولي حضرتك ده مش تخصصي انا اشتريت منتجات منهم في حاجات جاءت في حاجات ما جاءتش قالو لي حضرتك استلمتها وانا والله ما استلمتها شركه نصابه,0
Les prix trop chères c mieux tn9so chwiya,0
"depuis que jéffectue des achats chez jumia,je suis satisfait de mes commandes",1
Trop lente comme application ,0
Vous mavez vendu un demo icone2 défectueux. 3800 da perdus. Arnaque ou incompétence ,0
Jadore cette application ,2
خدمه سريعه وجيده,2
okay not bad,0
je vous adore vous avez une particuliariter qui me rappel de mon père vous être déterminer et cest bien sa,2
Permet de faire mon shopping sans me déplacer ça cest génial.,2
"Jaimerais que tous les produits, y compris, ceux expédié depuis 
létranger, sois payé à la livraison.",2
Trop cool ,1
